Year	Authors	Title	Subtitle	ISBN number	Place of publishing	Publisher	Type of document (genre)	Language	Number of pages
2019		Krāsainā pasaule	grāmata - puzle mazuļiem	9789934078941	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Pretstati	spēlējies un iepazīsti!	9789934078958	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Krāsas	spēlējies un iepazīsti!	9789934078965	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Skaitļi	spēlējies un iepazīsti!	9789934078972	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Dzīvnieki	pēlējies un iepazīsti!	9789934078989	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Princeses	Krāsojamais albums	9789934165832	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	50
2019		Ledus sirds	1001 uzlīme	9789934165849	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	56
2019		Disney Pixar	1001 uzlīme	9789934165856	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	56
2019		Lauvas sardze	Rotaļas ar uzlīmēm; braši uzdevumi	9789934165863	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2019		Sofija Pirmā	Rotaļas ar uzlīmēm; karaliski uzdevumi	9789934165870	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2019		Peppa Pig	Mana mamma	9789934165900	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	14
2019		Peppa Pig	Mans tētis	9789934165917	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	14
2019		Kas patīk kaķēnam?		9789934165931	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	8
2019		Vāģi 3	Trases izaicinājums; saliec attēlus	9789934165979	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	10
2019	Andersone, Gita	Koko un Riko pēta skaitļus	uzlīmes un uzdevumi	9789934079382	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019	Andersone, Gita	Koko un Riko pēta burtus	uzlīmes un uzdevumi	9789934079399	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Minecraft	piedzīvojumi ūdeņos; uzlīmju grāmata	9789934165986	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	56
2019		Mašīnu grāmatiņa	mana grabuļgrāmatiņa	9789934079467	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	14
2019		Lācēna grāmatiņa	mana grabuļgrāmatiņa	9789934079474	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	14
2019		Kas patīk pīlēnam?		9789934165993	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	10
2019		Mani mīļie dzīvnieki		9789934079566	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	36
2019		Dzīvnieki	zīmētprieks	9789934079573	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	22
2019		Figūras	zīmētprieks	9789934079580	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	22
2019		Meža dzīvnieki		9789934079634	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	36
2019		Pūkainie trusīši	mana uzlīmju grāmata	9789934166051	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Jaukie zirdziņi	mana uzlīmju grāmata	9789934166068	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Iekļauties kustībā	izstāde Latvijas Mākslas akadēmijā 2018. gada oktobrī	9789934541353	Rīga	Latvijas Mākslas akadēmija	Mākslas izstāžu katalogi	Latviešu; Franču	40
2019		Littlest Pet Shop	krāso ar ūdeni!; tev vajag tikai ūdeni un otu	9789934166112	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Dosimies ceļā!		9789934079856	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Ciemos lauku sētā		9789934079863	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Mani mīļie dzīvnieciņi		9789934079870	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Manas jaukās rotaļlietas		9789934079887	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Rekur es!	zumm zumm zumm	9789934079894	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Rekur es!	bēē bēē	9789934079900	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Rekur es!	lidu lidu	9789934079917	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Rekur es!	ņau ņau	9789934079924	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Krāso!	pelēns	9789934079931	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	36
2019		Krāso!	kaķēns	9789934079948	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	36
2019		Krāso!	lācēns	9789934079955	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	36
2019		Krāso!	kucēns	9789934079962	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	36
2019		Paw Patrol	kucēni palīdz lauku darbos; izkrāso stāstu!	9789934166129	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	48
2019		Tik aizraujoši!	spēlējies un mācies! Jautri uzdevumi; pīlēni	9789934079993	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2019		Tik aizraujoši!	spēlējies un mācies! Jautri uzdevumi; kaķēns	9789934080005	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2019		Tik aizraujoši!	spēlējies un mācies! Jautri uzdevumi; ezītis	9789934080012	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2019		Tik aizraujoši!	spēlējies un mācies! Jautri uzdevumi; kucēns	9789934080029	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2019		My Little Pony	spēles un uzdevumi; 100 uzlīmju	9789934166167	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	22
2019		Peppa Pig	krāso ar ūdeni!; tev vajag tikai ūdeni un otu	9789934166174	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Kid-E-Cats	krāso ar ūdeni!; tev vajag tikai ūdeni un otu	9789934166181	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Aiziet!	es krāsoju un līmēju uzlīmes	9789934080302	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2019		Pie mums laukos	es krāsoju un līmēju uzlīmes	9789934080319	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2019		Dzīvnieki	es krāsoju un līmēju uzlīmes	9789934080326	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2019		Pirmie vārdiņi	es krāsoju un līmēju uzlīmes	9789934080333	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2019		Marvel Spider-Man	1000 uzlīmju	9789934166198	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	80
2019		Super! Krāsas	2+	9789934080388	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	80
2019		Super! Krāsas	3+	9789934080395	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	80
2019		Peppa Pig	Krāsas; mana pirmā grāmatiņa	9789934166211	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	10
2019		My Little Pony	aizrautīgai krāsošanai; ar uzlīmēm	9789934166228	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	36
2019		Rūtiņu pa rūtiņai	Krāso kopā ar tukānu	9789934166235	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2019		Ledus sirds	Mācies ar prieku! 123	9789934166259	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Ledus sirds	Mācies ar prieku! ABC	9789934166266	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Kuģītis	mācies skaitīt!	9789934166273	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	8
2019		Auto	mācies figūras!	9789934166280	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	8
2019		Mājdzīvnieki	iepazīsti un izkrāso; 6	9789934080586	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2019		Paw Patrol	Mana pirmā pužļu grāmata	9789934166327	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019	Osho	Tavas dzīves krāsas	Meditatīva & transformatīva krāsojamā grāmata	9789934502323	Salacgrīvas novads	SĒTAVA	Praktiskā, attīstošā literatūra bērniem	Latviešu	166
2019		Kid-E-Cats	trīs kaķēni; krāsojamā grāmata	9789934166334	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	36
2019		Mežā	skani, mana grāmatiņa!	9789934080630	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	14
2019		V Starptautiskais tekstila un šķiedru mākslas simpozijs	simpozija katalogs	9789934535826	Daugavpils	Daugavpils Marka Rotko mākslas centrs	Mākslas izstāžu katalogi	Latviešu; Angļu	36
2019		Sapos džungļu dzīvniekus!	uzlīmju prieki	9789934166341	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2019		Sapos lauku dzīvniekus!	uzlīmju prieki	9789934166358	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2019		Enchantimals	priecīgi uzdevumi; ar uzlīmēm	9789934166402	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Dzīvnieku pasaule	uzlīmes un uzdevumi (kārbā 4 grāmatas)	9789934080920	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	64
2019		Saliec pusītes!	Mācies rotaļājoties!	9789934080975	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	14
2019		Jēzus piedzimšanas stāsts	mana mazā stāsta kastīte	9789984834894	Rīga	LATVIJAS BĪBELES BIEDRĪBA	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Mans mazais Noas šķirsts		9789984834900	Rīga	LATVIJAS BĪBELES BIEDRĪBA	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019		Paw Patrol	Kucēni glābj zoslēnu	9789934166419	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2019		Barbie	rozā prieki; krāsojamā grāmata	9789934166426	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2019		Maša un Lācis	jautrie piedzīvojumi; krāsojamā grāmata	9789934166433	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Runājošie suņi	pēc Edmunda Jansona animācijas filmas "Jēkabs, Mimmi un runājošie suņi" motīviem	9789934574238	Rīga	Liels un mazs	Komiksi	Latviešu	64
2019		Mašīnas un citi braucamie	mana bilžu vārdnīciņa	9789934081125	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	26
2019		Laukos	mana bilžu vārdnīciņa	9789934081132	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	26
2019	Dmuchovskiene, Rasa	Zaķēns Ziķeris	Zoodārzā	9789934081149	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	12
2019	Dmuchovskiene, Rasa	Zaķēns Ziķeris	Spēlēsimies	9789934081156	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Dzīvnieki	mana atmiņas grāmata	9789984311609	Rīga	MADRIS	Praktiskā, attīstošā literatūra bērniem	Latviešu	22
2019		Higiēnas ABC	krāsojamā uzdevumu grāmata pirmsskolas un sākumskolas vecuma bērniem		Rīga	Slimību profilakses un kontroles centrs	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Troļļi	Krāsošanas māksla	9789934166488	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	48
2019		Estonian Red Cross 100	24.02.-19.05.	9789934582172	Priekuļu novads	Sava grāmata	Mākslas izstāžu katalogi	Angļu; Igauņu; Krievu	32
2019		PJ Masks	lai piedzīvojums sākas!; krāso koši!	9789934166501	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Peppa Pig	krāsojam!	9789934166518	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Kid-E-Cats	trīs kaķēni; zīmē un krāso!	9789934166525	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Littlest Pet Shop	spēles un uzdevumi tavam priekam!; 100 uzlīmes	9789934166532	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2019		Hot Wheels	Krāsojam!	9789934166549	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019	Vīslandere, Juja; Nūrdkvists, Svens	Mūmamma svin Vārnas dzimšanas dienu		9789934081439	Rīga	Apgāds Zvaigzne ABC	Komiksi	Latviešu	52
2019		Aizraujošā zīmējumu grāmata		9789934155994	Rīga	LATVIJAS MEDIJI	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Pasakainā zīmējumu grāmata		9789934156007	Rīga	LATVIJAS MEDIJI	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Vienradži	krāsojamais albums	9789934166556	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	96
2019		Prāta spēles priekam	5-6 gadi	9789934081590	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	66
2019		Prāta spēles priekam	6-7 gadi	9789934081606	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	66
2019		Arī es krāsoju 5	krāsojamā grāmatiņa pašiem mazākajiem		Rīga	KUMA	Praktiskā, attīstošā literatūra bērniem	Latviešu	8
2019		Kid-E-Cats	trīs kaķēni; skaitīsim!	9789934166563	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2019		Peppa Pig	Dosimies ceļā!; uzdevumu grāmata ar uzlīmēm	9789934166570	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2019		Peppa Pig	Vasaras līksmība; uzdevumu grāmata ar uzlīmēm	9789934166587	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2019		Laimdota no Bārtas novada	Kurzeme; papīra lelles	9789934882715	Garkalnes novads	Brangi	Praktiskā, attīstošā literatūra bērniem	Latviešu	13
2019		Rīdziniece Laima	Vidzeme; papīra lelles	9789934882722	Garkalnes novads	Brangi	Praktiskā, attīstošā literatūra bērniem	Latviešu	13
2019		Ieva no Nīcas novada	Kurzeme; papīra lelles	9789934882739	Garkalnes novads	Brangi	Praktiskā, attīstošā literatūra bērniem	Latviešu	11
2019		Līga no Cesvaines novada	Vidzeme; papīra lelles	9789934882746	Garkalnes novads	Brangi	Praktiskā, attīstošā literatūra bērniem	Latviešu	13
2019		Austra no Sēlijas	Sēlija; papīra lelles	9789934882753	Garkalnes novads	Brangi	Praktiskā, attīstošā literatūra bērniem	Latviešu	14
2019		Anna no Latgales	Latgale; papīra lelles	9789934882760	Garkalnes novads	Brangi	Praktiskā, attīstošā literatūra bērniem	Latviešu	13
2019		Kristīne no Zemgales	Zemgale; papīra lelles	9789934882777	Garkalnes novads	Brangi	Praktiskā, attīstošā literatūra bērniem	Latviešu	13
2019		Rīdzinieks Jānis	Vidzeme; papīra lelles	9789934882784	Garkalnes novads	Brangi	Praktiskā, attīstošā literatūra bērniem	Latviešu	14
2019		Košā pasaule	zīmē ar pirkstiem	9789934081620	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	48
2019		Pie mums laukos	zīmē ar pirkstiem	9789934081637	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	48
2019		Princeses	Lielā krāsojamā grāmata	9789934166594	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	80
2019		Paw Patrol	Ķepu patruļa steidz palīgā; krāsojamais albums	9789934166617	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	80
2019		Transformers Cyberverse	Krāsojamā grāmata ar uzlīmēm	9789934166631	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Pārvērt ūdeni krāsās!	Rotaļāsimies!	9789934081835	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Pārvērt ūdeni krāsās!	Zoodārzā	9789934081842	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Barbie	Krāso un domā!	9789934166648	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Barbie	Meiteņu pasaule; krāsojamā grāmata ar uzlīmēm	9789934166655	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Disney	Krāsojam!	9789934166662	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2019		Fancy Nancy Clancy	Krāsojamā grāmata ar uzlīmēm	9789934166679	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2019		Littlest Pet Shop	mana krāsojamā grāmata ar uzlīmēm	9789934166686	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Maša un Lācis	Izkrāso pēc cipariem!	9789934166693	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2019		My Little Pony	mana krāsojamā grāmata ar uzlīmēm	9789934166709	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Vāģi	Uzvar krāsas	9789934166716	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2019		Rotaļlietu stāsts 4	krāsojamā grāmata ar uzlīmēm	9789934166730	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	36
2019		Rotaļlietu stāsts 4	uzdevumu grāmata ar uzlīmēm	9789934166747	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Karalis Lauva	krāsojamā grāmata	9789934166754	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	32
2019		Krāsojamā grāmata	krāso un priecājies kopā ar Balticovo		Iecavas novads	Balticovo, AS	Praktiskā, attīstošā literatūra bērniem	Latviešu	40
2019		Laukos	plunčāsimies!; grāmatiņa rotaļām ūdenī	9789934082047	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	8
2019		Dzīvnieciņi	plunčāsimies!; grāmatiņa rotaļām ūdenī	9789934082054	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	8
2019		Vingrini rociņu!	4 - 5 gadi	9789934082061	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	34
2019		Laukos	prieks krāsot un līmēt	9789934166761	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Parkā	prieks krāsot un līmēt	9789934166778	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		1000 uzlīmes ar dzīvniekiem		9789934082092	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	128
2019		Ledus sirds	Krāsojam priecīgi!	9789934166792	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Fancy Nancy Clancy	uzdevumu grāmata ar uzlīmēm	9789934166808	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Vārdiņi	dūdulītim	9789934082177	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019		Kikerigū!	dūdulītim	9789934082184	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	16
2019	Socal, Alice	Junior		9789934581083	Rīga	Grafiskie stāsti	Komiksi	Angļu	24
2019	Puiupo, Paula	Maunder		9789934581090	Rīga	Grafiskie stāsti	Komiksi	Angļu	24
2019	Kikuchi, Hironori	House to House		9789934581106	Rīga	Grafiskie stāsti	Komiksi	Angļu	24
2019	Lukošus, Rebeka	Oops		9789934581113	Rīga	Grafiskie stāsti	Komiksi	Angļu	24
2019		Es redzu dabu kā krāsu: Džilianas Eiresas glezniecība	1972.-1983. g.; izstādes katalogs	9789934535833	Daugavpils	Daugavpils Marka Rotko mākslas centrs	Mākslas izstāžu katalogi	Latviešu; Angļu; Krievu	20
2019		Draudzīgie kucēni	mana krāsojamā grāmata ar uzlīmēm	9789934166815	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Princeses	priecīgi uzdevumi	9789934166822	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Maša un Lācis	es mācos skaitīt	9789934166839	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		No sirds uz sirdi	putniņš; mācies skaitīt no 1 līdz 10	9789934166846	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2019		No sirds uz sirdi	pīlīte; mācies skaitīt no 1 līdz 10	9789934166853	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2019		No sirds uz sirdi	zilonēns; mācies skaitīt no 1 līdz 20	9789934166860	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2019		Miers un spriedze	Latgales reģiona mākslinieku konkursa izstāde; izstādes katalogs	9789934535857	Daugavpils	Daugavpils Marka Rotko mākslas centrs	Mākslas izstāžu katalogi	Latviešu; Angļu	84
2019	Radiča, Marta	Karaliste	izstādes katalogs	9789934535864	Daugavpils	Daugavpils Marka Rotko mākslas centrs	Mākslas izstāžu katalogi	Latviešu; Angļu	24
2019	Karšai, Žofja	Soli pa solim	izstādes katalogs	9789934535871	Daugavpils	Daugavpils Marka Rotko mākslas centrs	Mākslas izstāžu katalogi	Latviešu; Angļu	24
2019	Ērmane, Signe; Šteinberga, Ināra	Skaitam un krāsojam!		9789934559204	Rīga	IZDEVNIECĪBA ANNELE	Praktiskā, attīstošā literatūra bērniem	Latviešu	24
2019		PJ Masks	svētki jau klāt!	9789934166907	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	50
2019		tu tu		9789934198274	Ventspils	AGFIN	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2019		Brauksim!	mazuļa grāmatiņa	9789934082900	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2019		Laukos	mazuļa grāmatiņa	9789934082917	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2019		Dzīvnieki	mazuļa grāmatiņa	9789934082924	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2019		Es mācos runāt	mazuļa grāmatiņa	9789934082931	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2019	Čačka, Māris	Māris Čačka. Dialogi. Paralēles. Dimensija	izstādes katalogs	9789934535888	Daugavpils	Daugavpils Marka Rotko mākslas centrs	Mākslas izstāžu katalogi	Latviešu; Angļu; Krievu	32
2019	Trumpe, Ilze	Tev viņa patiks		9789934585081	Rīga	Mansards	Komiksi	Latviešu	96
2019		Ziemassvētku rotājumi	izņem, saloki, izkrāso un rotaļājies	9789934166914	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2019		Es [mīlu] vienradžus		9789934166921	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	48
2019		Hot Wheels	ekstrēmās sacīkstes; krāsojamā grāmata ar uzlīmēm	9789934166976	Rīga	EGMONT LATVIJA	Praktiskā, attīstošā literatūra bērniem	Latviešu	28
2019		Zvēru somiņa	rokdarbi, krāsošana, mīklas, uzlīmes	9789934156366	Rīga	LATVIJAS MEDIJI	Praktiskā, attīstošā literatūra bērniem	Latviešu	76
2019		Kasāmgrāmata Vienradži		9789934083358	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	44
2019		Mani košie darbiņi (vardīte)	uzdevumi, izkrāsojami attēli un uzlīmes	9789934083402	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2019		Mani košie darbiņi (lidmašīna)	uzdevumi, izkrāsojami attēli un uzlīmes	9789934083419	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
2019		Mani košie darbiņi (pīlēns)	uzdevumi, izkrāsojami attēli un uzlīmes	9789934083426	Rīga	Apgāds Zvaigzne ABC	Praktiskā, attīstošā literatūra bērniem	Latviešu	20
