Year	Authors	Title	Subtitle	ISBN number	Place of publishing	Publisher	Type of document (genre)	Language	Number of pages
2020		Mandalas	Nature with quotes	9789934231124	Rīga	Gita Gžibovska	KRĀSOJAMĀS GRĀMATAS PIEAUGUŠAJIEM, MANDALAS	Angļu	62
2020		Dzimšanas diena	krāsojamā grāmata ar uzlīmēm	9789934089060	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	20
2020		Karaļvalsts	krāsojamā grāmata ar uzlīmēm	9789934089077	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	20
2020		Vienradži un lamas	krāsojamā grāmata	9789934089084	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Automobiļi	krāsojamā grāmata	9789934089091	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Vienradži	krāso un līmē!	9789934089107	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	12
2020		Vienradži	krāso un līmē!	9789934089114	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	12
2020		Disney	Krāsojamā grāmata ar Ziemassvētku darbiņiem	9789934168758	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	60
2020		Muris un Ņuris	Draudzēsimies!	9789934089206	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020	Dmuchovskiene, Rasa	Zaķēns Ziķeris	Uzveic vīrusus	9789934089213	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	12
2020	Kalna, Baiba	Muižu dāmu stāsti	kā Tiņģeres muižas Marianna Spāres muižas Balto dāmu satika; krāsojamā grāmata	9789934513442	Talsu novads	Aleksandra Pelēča lasītava	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	20
2020		Lauku sētā	mani darbiņi	9789934168796	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Džungļos	mani darbiņi	9789934168802	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Satiksme	tipu-tapu!	9789934089497	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	20
2020		Uz laukiem!	tipu-tapu!	9789934089503	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	20
2020	Dmuchovskiene, Rasa	Zaķēns Ziķeris	Kā es jūtos	9789934089510	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	12
2020		Mani pirmie uzdevumi (lokomotīve)		9789934089671	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	20
2020		Mani pirmie uzdevumi (sēne)		9789934089688	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	20
2020		Mani pirmie uzdevumi (pīle)		9789934089695	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	20
2020		Mani pirmie uzdevumi (mēness)		9789934089701	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	20
2020		Es mācos izkrāsot un līmēt uzlīmes (puķe)		9789934089718	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	20
2020		Es mācos izkrāsot un līmēt uzlīmes (pūce)		9789934089725	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	20
2020		Es mācos izkrāsot un līmēt uzlīmes (bungas)		9789934089732	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	20
2020		Es mācos izkrāsot un līmēt uzlīmes (raķete)		9789934089749	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	20
2020		Miljons pūču	spārnotie draugi mierpilnai krāsošanai	9789934168826	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	64
2020		Ziemassvētku uzdevumi un krāsas		9789934168833	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	64
2020		Auto	lieli attēli krāsošanai	9789934168840	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	96
2020		Bruņurupucis	lieli attēli krāsošanai	9789934168857	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	96
2020		Taurenis	izkrāso pēc cipariem; mazie mākslinieki	9789934168864	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Lauvēns	izkrāso pēc cipariem; mazie mākslinieki	9789934168871	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Pārvērt ūdeni krāsās!	Dzimšanas diena	9789934089756	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Pārvērt ūdeni krāsās!	Brīvdienas	9789934089763	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Ķepu patruļa	Operācija - krāsas!	9789934168918	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	28
2020		Marina Veilande	izstāde Ģederta Eliasa Jelgavas vēstures un mākslas muzejā 10.07.-16.08.2020.	9789934231384	Rīga	Arnis Veilands	MĀKSLAS KATALOGI	Latviešu	18
2020		Dzīvnieki laukos	līmē uzlīmes, izkrāso un mācies!	9789934090196	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Jūras iemītnieki	līmē uzlīmes, izkrāso un mācies!	9789934090202	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Svešzemju dzīvnieki	līmē uzlīmes, izkrāso un mācies!	9789934090219	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Mājas mīluļi	līmē uzlīmes, izkrāso un mācies!	9789934090226	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020	Bruksa, Felisitija	Daba	pirmā uzlīmju grāmata	9789934090356	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	32
2020		Power Rangers	Uzdevumi ar uzlīmēm	9789934168949	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	36
2020		Laumiņas un viņu neparastie draugi	krāsojamā grāmata	9789934090875	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		WOWzītes	WOW villa; krāsojamā grāmata	9789934090882	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020	Bacevičiene, Neringa	Es tava lellīte. Dieniņa		9789934090899	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	20
2020		Troļļi 2	Muzikālās krāsas	9789934168956	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	64
2020		Princeses	Krāsu priekam	9789934168963	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	28
2020		Vāģi	jautrie skaitļi	9789934168970	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Ledus sirds	jautrie skaitļi	9789934168987	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Vinnijs Pūks	krāsoju un mācos	9789934168994	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Ledus sirds 2	brīnumainās krāsas	9789934169007	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Vāģi 3	Spraigās krāsas	9789934169014	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	12
2020		Peppa Pig	izkrāso ziemu!	9789934169021	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		My Little Pony	Krāso pēc parauga!	9789934169045	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Transformers Cyberverse	Krāso pēc parauga!	9789934169052	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Peppa Pig	Krāsot ir jautri!	9789934169069	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Barbie	krāsojam!	9789934169076	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Hot Wheels	krāsojamā grāmata	9789934169083	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Vāģi 3	krāso un sacenties!	9789934169090	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		Vesels mazais liepājnieks	krāsojamā grāmata pirmklasniekiem		Liepāja	Liepājas pilsētas pašvaldības administrācija	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		My Little Pony	Sirsnīgas krāsas	9789934169106	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	28
2020		Muris un Ņuris	ēdam!	9789934091322	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Murr modes nams	dizaineru grāmata. Pilsētā	9789934091339	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020	Staka, Agija	Vienradži		9789934091681	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020		Maša un Lācis	prieks krāsot!	9789934169175	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020		VKN KAS 2019			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	60
2020		Freaks of "KKC"			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	26
2020	Iranzo-Lauriņš, Lukas Amors	"Pagrabs"			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	24
2020	Dūka, Madara	"Ilzenes"			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	12
2020	Briģe, Digne	"Kastīšu-mapīšu vācēju kultūra"			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	16
2020	Zabludovska, Jana	Zoo			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	16
2020	Rizkova, Tatjana	Parallel			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Angļu	12
2020	Bukeiko, Paula	Helmvts video			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	12
2020	Ēķe, Sigita	Caurums			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	22
2020	Albiņš, Uģis	[Formas]			Rīga	Popper	MĀKSLAS KATALOGI	Latviešu	28
2020	Āva, Georgs Harijs	Latvija 84			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	14
2020	Pavilona, Rasa	Suvenīrs			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	14
2020	Ēķe, Sigita	Bold Transperent Hello			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Angļu	14
2020		Nac Nac			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Angļu	16
2020	Freimanis, Kristaps	Kautkur starp pelehko klusumu un Böhlderaju			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	15
2020	Ozola, Kate Rasa	Transmute			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Angļu	16
2020	Jegorova, Baiba	Tas, kas ir pa rokai			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	12
2020	Ozola, Kate Rasa	Ju Ha			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	14
2020	Kurševa, Maija	Rīgas sadzīves, komunālo pakalpojumu u.c. darbnīcas			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	14
2020	Krajeviča, Alise	sk.			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	12
2020	Krajeviča, Alise	101112B			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	12
2020	Zvirbule, Karlīna Marta	The Best of WC & ZLS			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	14
2020	Martinsons, Artūrs	[Bez nosaukuma]			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	12
2020	Jegorova, Baiba	Skudriņas čaklkājītes			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	14
2020	Freimanis, Kristaps	Aptuveni			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	56
2020		PJ Masks	varonīgās krāsas	9789934169274	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	24
2020	Grīnberga, Anete	melnā grāmata			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	24
2020	Gredzena, Beāte	Darbotiesgribas			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	26
2020	Deinate, Elīna	I Want That Flower In My Hand			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Angļu	16
2020	Švābe, Kristiāna	My Lovely Strange Colouring Book			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Angļu	12
2020		Delicate Care			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Angļu	144
2020	Zabludovska, Jana	You're a Sunflower, Summer, Girl!			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Angļu	132
2020	Briģe, Digne	Peļķu bridējs			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	144
2020	Deinate, Elīna	Die, Die in My Eye			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Angļu	144
2020	Muzikante, Elīza	Ļotene			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	144
2020	Švābe, Kristiāna	The Bottled Up Emotions			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Angļu	144
2020	Muzikante, Elīza	Maisiņš vaig?			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	144
2020	Martinsons, Artūrs	Frizieris			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	136
2020	Dūka, Madara	Jo mums rūp katrs klients!			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	144
2020	Briģe, Digne	Pasmaidi			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	144
2020	Martinsons, Artūrs	Zvērests			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	144
2020	Grīnberga, Anete	Childhood Horrors			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Angļu	148
2020	Švābe, Kristiāna	Akmens. Šķēres. Papīrīts	viens, divi, trīs		Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	144
2020	Dūka, Madara	Dāmu pirkstiņi			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Latviešu	142
2020	Grīnberga, Anete	Tree of Life			Rīga	Latvijas Mākslas akadēmija	MĀKSLAS KATALOGI	Angļu	146
2020		Paw Patrol	risini un līmē!	9789934169281	Rīga	EGMONT LATVIJA	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	32
2020		Murr Modes nams	atrakciju parkā	9789934092060	Rīga	Apgāds Zvaigzne ABC	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	12
2020		Princeses un viņu brīnumainie draugi	krāsojamā grāmata	9789934092121	Rīga	Apgāds Zvaigzne ABC	MĀKSLAS KATALOGI	Latviešu	16
2020		Jūgendstila pastkartes	krāsojamā grāmata	9789934566196	Rīga	Rīgas pašvaldības kultūras iestāžu apvienība	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	16
2020	Ditke, Laura	Es esmu	mandalu krāsojamā dienasgrāmata	9789934232312	Liepāja	Laura Ditke	KRĀSOJAMĀS GRĀMATAS PIEAUGUŠAJIEM, MANDALAS	Latviešu	104
2020		Lasi, raksti, krāso!		9789934590238	Rīga	Izdevniecība Avots	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	68
2020	Vītols, Kārlis	Dad			Rīga	Studija Kokles	KOMIKSI	Angļu	16
2020		Izkrāso savu Mazsalacu!			Mazsalacas novads	Mazsalacas novada pašvaldība	PRAKTISKĀ, ATTĪSTOŠĀ LITERATŪRA BĒRNIEM	Latviešu	40
